Player,Pos,G,GS,MP,FG,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,BPM
Vic Law,SF,8,0,7.8,0.8,0.33299999999999996,0.1,0.14300000000000002,0.6,0.455,0.361,0.3,0.33299999999999996,0.3,1.1,1.4,0.4,0.3,0.0,0.3,0.8,1.9,-9.6
Jake Layman,PF,23,2,22.0,3.5,0.45299999999999996,1.0,0.33299999999999996,2.5,0.5329999999999999,0.52,1.0,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,-3.7
T.J. Leaf,PF,28,1,7.9,1.3,0.419,0.2,0.278,1.1,0.456,0.44799999999999995,0.3,0.43799999999999994,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0,-2.4
Jalen Lecque,PG,5,0,6.4,0.8,0.4,0.0,0.0,0.8,0.667,0.4,0.4,1.0,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.6,2.0,-10.0
Courtney Lee,SG,24,9,14.4,1.7,0.488,0.9,0.447,0.8,0.5429999999999999,0.616,0.3,0.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,-0.6
Damion Lee,SG,49,36,29.0,4.3,0.41700000000000004,1.7,0.35600000000000004,2.6,0.47100000000000003,0.5,2.2,0.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,-2.3
Alex Len,C,55,12,17.6,3.2,0.555,0.3,0.271,2.9,0.619,0.58,1.2,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,-0.7
Kawhi Leonard,SF,57,57,32.4,9.3,0.47,2.2,0.37799999999999995,7.2,0.506,0.524,6.2,0.8859999999999999,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,8.9
Meyers Leonard,C,51,49,20.3,2.3,0.509,1.0,0.414,1.3,0.623,0.622,0.4,0.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,-0.9
Caris LeVert,SG,45,31,29.6,6.9,0.425,1.8,0.364,5.1,0.451,0.48,3.1,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,-0.3
Damian Lillard,PG,66,66,37.5,9.5,0.46299999999999997,4.1,0.401,5.4,0.524,0.563,7.0,0.888,0.5,3.8,4.3,8.0,1.1,0.3,2.9,1.7,30.0,7.5
Nassir Little,PF,48,5,11.9,1.4,0.43,0.3,0.237,1.1,0.5539999999999999,0.47700000000000004,0.6,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,-3.5
Kevon Looney,C,20,4,13.1,1.5,0.36700000000000005,0.1,0.071,1.4,0.431,0.373,0.5,0.75,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4,-5.6
Brook Lopez,C,68,67,26.7,4.3,0.435,1.5,0.314,2.8,0.5489999999999999,0.511,1.9,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,2.0
Robin Lopez,C,66,5,14.5,2.2,0.49200000000000005,0.5,0.33299999999999996,1.7,0.5770000000000001,0.55,0.4,0.528,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,-2.6
Kevin Love,PF,56,56,31.8,5.8,0.45,2.6,0.374,3.2,0.537,0.55,3.3,0.8540000000000001,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,2.0
Kyle Lowry,PG,58,58,36.2,5.8,0.41600000000000004,2.8,0.35200000000000004,2.9,0.504,0.518,5.1,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,3.2
Timothé Luwawu-Cabarrot,SG,47,2,18.1,2.5,0.435,1.3,0.38799999999999996,1.2,0.505,0.55,1.5,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,-2.2
Trey Lyles,PF,63,53,20.2,2.4,0.446,1.0,0.387,1.4,0.503,0.541,0.5,0.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,-1.2
Daryl Macon,SG,4,0,3.5,0.3,0.33299999999999996,0.3,0.5,0.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,-11.4
J.P. Macura,SG,1,0,1.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4
Josh Magette,PG,8,0,4.8,0.6,0.33299999999999996,0.1,0.25,0.5,0.364,0.36700000000000005,0.1,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,-6.2
Ian Mahinmi,C,38,35,21.3,2.7,0.495,0.1,0.192,2.6,0.5379999999999999,0.507,1.8,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,-2.7
Thon Maker,C,60,14,12.9,1.6,0.48200000000000004,0.4,0.344,1.2,0.55,0.539,1.2,0.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,-1.4
Terance Mann,SG,41,6,8.8,0.9,0.46799999999999997,0.2,0.35,0.7,0.508,0.513,0.4,0.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4,-1.6
Boban Marjanović,C,44,5,9.6,2.8,0.573,0.1,0.235,2.7,0.603,0.583,1.0,0.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,1.2
Lauri Markkanen,PF,50,50,29.8,5.0,0.425,2.2,0.344,2.8,0.518,0.517,2.5,0.8240000000000001,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,-0.6
Caleb Martin,SF,18,1,17.6,2.1,0.44,1.1,0.541,0.9,0.36200000000000004,0.56,0.9,0.81,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,-1.0
Cody Martin,SF,48,3,18.8,1.9,0.43,0.4,0.23399999999999999,1.5,0.546,0.473,0.9,0.6459999999999999,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,-2.2
Jeremiah Martin,PG,9,0,11.0,2.7,0.45299999999999996,0.6,0.278,2.1,0.5429999999999999,0.5,1.2,0.7859999999999999,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,3.2
Kelan Martin,SF,31,4,16.0,2.3,0.392,0.8,0.26,1.5,0.541,0.461,1.0,0.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,-4.3
Frank Mason III,PG,9,0,13.1,2.6,0.451,0.7,0.28600000000000003,1.9,0.5670000000000001,0.51,1.1,0.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,0.0
Garrison Mathews,SG,18,0,12.6,1.3,0.429,1.1,0.413,0.3,0.5,0.598,1.7,0.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,-1.1
Wesley Matthews,SG,67,67,24.4,2.5,0.396,1.6,0.364,0.9,0.47200000000000003,0.524,0.8,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,-1.8
Luc Mbah a Moute,PF,3,0,8.3,0.7,0.4,0.0,0.0,0.7,0.667,0.4,0.3,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,-7.4
Patrick McCaw,SF,37,12,24.5,1.8,0.414,0.6,0.324,1.2,0.484,0.485,0.4,0.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,-1.8
CJ McCollum,SG,70,70,36.5,8.7,0.451,2.8,0.379,6.0,0.494,0.522,2.0,0.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,0.5
T.J. McConnell,PG,71,3,18.7,3.0,0.516,0.1,0.294,2.9,0.525,0.522,0.5,0.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,0.5
Jalen McDaniels,PF,16,0,18.3,2.1,0.47100000000000003,0.6,0.375,1.5,0.522,0.536,0.9,0.8240000000000001,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,-3.3
Doug McDermott,PF,69,0,19.9,3.9,0.488,1.9,0.435,2.0,0.5489999999999999,0.605,0.7,0.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,0.0
JaVale McGee,C,68,68,16.6,2.9,0.637,0.0,0.5,2.8,0.64,0.642,0.8,0.6459999999999999,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,1.5
Rodney McGruder,SG,56,4,15.6,1.3,0.39799999999999996,0.4,0.27,0.9,0.522,0.46399999999999997,0.3,0.5589999999999999,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,-3.0
Alfonzo McKinnie,SF,40,1,14.8,1.8,0.42700000000000005,0.4,0.215,1.5,0.557,0.46799999999999997,0.6,0.71,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,-5.3
Jordan McLaughlin,PG,30,2,19.7,2.9,0.489,1.0,0.382,1.9,0.569,0.57,0.9,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,0.3
Ben McLemore,SG,71,23,22.8,3.4,0.444,2.5,0.4,0.9,0.6559999999999999,0.61,0.7,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,-0.5
Jordan McRae,SG,37,4,21.2,4.0,0.40700000000000003,1.2,0.35700000000000004,2.8,0.433,0.469,2.2,0.7609999999999999,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,-1.5
Nicolò Melli,C,60,8,17.4,2.3,0.42100000000000004,1.2,0.335,1.1,0.573,0.528,0.9,0.74,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,-1.3
De'Anthony Melton,PG,60,8,19.5,2.7,0.401,0.7,0.28600000000000003,2.0,0.46399999999999997,0.451,1.6,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,-0.2
Chimezie Metu,PF,18,0,5.8,1.3,0.5710000000000001,0.0,0.0,1.3,0.6,0.5710000000000001,0.6,0.769,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,1.8
Khris Middleton,SF,62,59,29.9,7.6,0.49700000000000005,2.4,0.415,5.2,0.546,0.575,3.4,0.9159999999999999,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,4.1
Eric Mika,PF,1,0,19.0,2.0,0.667,0.0,,2.0,0.667,0.667,2.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,-3.2
C.J. Miles,SG,10,0,16.1,1.9,0.322,1.1,0.314,0.8,0.33299999999999996,0.415,1.5,0.75,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,-1.8
Malcolm Miller,SF,28,1,5.8,0.4,0.414,0.3,0.364,0.1,0.5710000000000001,0.552,0.1,0.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3,-2.3
Patty Mills,PG,66,1,22.5,3.9,0.431,2.3,0.382,1.6,0.5329999999999999,0.56,1.5,0.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,0.0
Paul Millsap,PF,51,48,24.3,4.1,0.48200000000000004,1.1,0.435,3.1,0.5,0.5429999999999999,2.3,0.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,0.1
Shake Milton,SG,40,24,20.1,3.4,0.484,1.5,0.43,1.9,0.535,0.588,1.3,0.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,-1.0
Donovan Mitchell,SG,69,69,34.3,8.7,0.449,2.5,0.366,6.2,0.494,0.513,4.0,0.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,1.9
Naz Mitrou-Long,SG,5,0,9.4,1.2,0.353,0.4,0.16699999999999998,0.8,0.8,0.41200000000000003,0.0,,0.0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,-1.4
Adam Mokoka,SG,11,0,10.2,1.1,0.429,0.5,0.4,0.5,0.462,0.536,0.2,0.5,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,-4.1
Malik Monk,SG,55,1,21.3,3.9,0.434,1.1,0.284,2.8,0.542,0.494,1.5,0.82,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,-2.3
Matt Mooney,SG,4,0,4.8,0.3,0.25,0.0,0.0,0.3,0.5,0.25,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,-0.4
E'Twaun Moore,SG,56,6,18.2,3.3,0.426,1.1,0.377,2.2,0.456,0.498,0.6,0.6890000000000001,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,-2.7
Ja Morant,PG,67,67,31.0,6.7,0.47700000000000004,0.9,0.335,5.8,0.511,0.509,3.6,0.7759999999999999,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,0.3
Juwan Morgan,PF,21,0,6.4,0.7,0.5770000000000001,0.1,0.375,0.6,0.667,0.635,0.1,0.75,0.5,0.9,1.4,0.3,0.0,0.1,0.3,0.9,1.7,-3.2
Marcus Morris,SF-PF,62,62,31.2,5.7,0.43799999999999994,2.3,0.408,3.4,0.461,0.526,2.9,0.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9,16.7,-0.1
Markieff Morris,PF,58,17,20.5,3.5,0.44299999999999995,1.5,0.386,2.0,0.5,0.539,1.1,0.7759999999999999,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,-2.0
Monte Morris,PG,73,12,22.4,3.6,0.45899999999999996,0.9,0.37799999999999995,2.7,0.495,0.517,1.0,0.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0,-0.2
Johnathan Motley,PF,13,0,3.2,0.8,0.733,0.1,1.0,0.8,0.7140000000000001,0.767,0.4,0.7140000000000001,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2,8.1
Emmanuel Mudiay,PG,54,2,15.7,2.8,0.462,0.6,0.345,2.2,0.504,0.508,1.2,0.759,0.3,2.0,2.3,2.1,0.4,0.2,1.4,1.3,7.3,-1.9
Mychal Mulder,SG,7,3,29.1,3.7,0.38799999999999996,2.3,0.308,1.4,0.667,0.507,1.3,0.75,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0,-6.1
Dejounte Murray,PG,66,58,25.6,4.5,0.462,0.6,0.369,3.8,0.48100000000000004,0.494,1.4,0.7979999999999999,1.0,4.8,5.8,4.1,1.7,0.3,1.9,2.2,10.9,0.4
Jamal Murray,PG,59,59,32.3,6.9,0.456,1.9,0.34600000000000003,5.0,0.519,0.519,2.8,0.8809999999999999,0.8,3.2,4.0,4.8,1.1,0.3,2.2,1.7,18.5,1.2
Džanan Musa,SF,40,0,12.2,1.6,0.37200000000000005,0.5,0.244,1.1,0.479,0.42700000000000005,1.1,0.75,0.5,1.6,2.2,1.1,0.4,0.0,0.9,0.8,4.8,-4.4
Mike Muscala,C,47,2,12.2,1.6,0.40700000000000003,1.1,0.37799999999999995,0.5,0.5,0.55,0.4,0.818,0.3,2.0,2.3,0.9,0.2,0.3,0.4,1.2,4.8,-0.1
Sviatoslav Mykhailiuk,SF,56,27,22.6,3.0,0.41,2.1,0.40399999999999997,0.9,0.425,0.552,1.0,0.8140000000000001,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,-1.9
Abdel Nader,SF,55,6,15.8,2.2,0.46799999999999997,0.9,0.375,1.4,0.556,0.5589999999999999,0.9,0.773,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,6.3,-1.0
Larry Nance Jr.,C,56,10,26.3,4.1,0.531,1.0,0.35200000000000004,3.1,0.636,0.596,0.9,0.6759999999999999,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,1.7
Shabazz Napier,PG,56,32,24.0,3.4,0.41200000000000003,1.4,0.317,2.0,0.519,0.496,2.3,0.8240000000000001,0.5,2.4,2.8,4.7,1.2,0.2,2.3,1.8,10.3,-1.1
Raul Neto,PG,54,3,12.4,1.9,0.455,0.6,0.386,1.2,0.5,0.532,0.7,0.83,0.2,0.9,1.1,1.8,0.4,0.1,0.9,0.9,5.1,-1.8
Malik Newman,SG,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-25.7
Georges Niang,PF,66,1,14.0,2.1,0.43799999999999994,1.4,0.4,0.8,0.526,0.578,0.3,0.833,0.2,1.7,1.9,0.7,0.3,0.1,0.5,1.1,5.9,-0.1
Joakim Noah,C,5,0,10.0,0.8,0.5,0.0,,0.8,0.5,0.5,1.2,0.75,1.0,2.2,3.2,1.4,0.2,0.2,1.2,1.8,2.8,-1.6
Nerlens Noel,C,61,7,18.5,3.0,0.684,0.0,0.33299999999999996,3.0,0.688,0.6859999999999999,1.3,0.755,1.5,3.4,4.9,0.9,1.0,1.5,1.1,2.7,7.4,3.1
Zach Norvell,SG,5,0,8.2,0.6,0.25,0.6,0.375,0.0,0.0,0.375,0.2,1.0,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0,-8.4
Jaylen Nowell,SG,15,0,10.1,1.3,0.358,0.2,0.115,1.1,0.593,0.387,1.1,0.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,-3.8
Frank Ntilikina,PG,57,26,20.8,2.3,0.39299999999999996,0.8,0.321,1.5,0.444,0.45899999999999996,0.9,0.8640000000000001,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3,-3.2
Kendrick Nunn,SG,67,67,29.3,6.0,0.439,2.0,0.35,3.9,0.505,0.514,1.3,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3,-2.3
Jusuf Nurkić,C,8,8,31.6,6.8,0.495,0.3,0.2,6.5,0.525,0.505,3.9,0.8859999999999999,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9,17.6,2.0
David Nwaba,SF,20,0,13.4,1.9,0.521,0.6,0.429,1.3,0.581,0.606,0.9,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,1.0
Royce O'Neale,PF,71,62,28.9,2.2,0.433,1.3,0.377,0.9,0.545,0.5589999999999999,0.6,0.764,0.4,5.1,5.5,2.5,0.8,0.5,0.9,2.8,6.3,0.9
Kyle O'Quinn,C,29,2,10.8,1.4,0.494,0.2,0.259,1.2,0.603,0.535,0.4,0.55,1.2,2.8,4.0,1.8,0.2,0.8,0.7,1.3,3.5,3.0
Semi Ojeleye,PF,69,6,14.7,1.2,0.408,0.7,0.37799999999999995,0.5,0.46399999999999997,0.531,0.4,0.875,0.4,1.7,2.1,0.5,0.3,0.1,0.3,1.2,3.4,-1.7
Jahlil Okafor,C,30,9,15.6,3.4,0.623,0.0,0.33299999999999996,3.3,0.629,0.627,1.3,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,-0.2
Elie Okobo,PG,55,3,13.1,1.3,0.39799999999999996,0.5,0.35200000000000004,0.9,0.42700000000000005,0.467,0.9,0.7040000000000001,0.3,1.3,1.6,2.1,0.4,0.1,0.7,1.0,4.0,-1.9
Josh Okogie,SG,62,28,25.0,2.7,0.42700000000000005,0.7,0.266,2.1,0.529,0.479,2.5,0.7959999999999999,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,-2.4
KZ Okpala,SF,5,0,5.2,0.6,0.6,0.0,0.0,0.6,0.75,0.6,0.2,0.5,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4,2.7
Victor Oladipo,SG,19,16,27.8,5.1,0.39399999999999996,1.7,0.317,3.4,0.451,0.461,2.5,0.8140000000000001,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9,14.5,-3.3
Kelly Olynyk,C,67,9,19.4,2.7,0.462,1.4,0.406,1.3,0.5429999999999999,0.5820000000000001,1.3,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,1.0
Miye Oni,SG,10,1,10.9,1.2,0.375,0.7,0.368,0.5,0.385,0.484,0.4,0.8,0.5,1.2,1.7,0.4,0.4,0.2,0.4,0.9,3.5,-4.3
Cedi Osman,SF,65,65,29.4,4.1,0.43700000000000006,1.9,0.38299999999999995,2.2,0.49700000000000005,0.5379999999999999,1.0,0.67,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0,-2.6
Kelly Oubre Jr.,SF,56,55,34.5,6.7,0.452,1.9,0.35200000000000004,4.7,0.511,0.517,3.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7,-0.5
Tariq Owens,PF,3,0,5.0,0.3,0.2,0.0,0.0,0.3,0.33299999999999996,0.2,0.7,1.0,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3,-5.8
Jeremy Pargo,PG,3,0,14.7,3.7,0.5,1.0,0.429,2.7,0.5329999999999999,0.568,0.0,0.0,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3,-5.9
Jabari Parker,PF,38,23,24.1,5.8,0.51,0.8,0.26899999999999996,4.9,0.603,0.5479999999999999,1.6,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6,14.0,0.3
Chandler Parsons,SF,5,0,10.8,1.0,0.278,0.8,0.28600000000000003,0.2,0.25,0.389,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,-6.1
Eric Paschall,PF,60,26,27.6,5.3,0.49700000000000005,0.6,0.287,4.7,0.55,0.526,2.7,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0,-2.7
Anžejs Pasečņiks,C,27,0,16.2,2.3,0.526,0.0,0.0,2.3,0.54,0.526,1.3,0.586,1.6,2.4,4.0,0.7,0.3,0.4,0.9,2.8,5.8,-5.6
Patrick Patterson,PF,59,18,13.2,1.6,0.408,1.1,0.39,0.5,0.45899999999999996,0.552,0.6,0.8140000000000001,0.6,2.0,2.6,0.7,0.1,0.1,0.4,0.9,4.9,0.3
Justin Patton,C,5,0,4.8,0.8,0.4,0.2,0.25,0.6,0.5,0.45,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,-10.1
Chris Paul,PG,70,70,31.5,6.2,0.489,1.6,0.365,4.6,0.5539999999999999,0.552,3.6,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,4.4
Cameron Payne,PG,8,0,22.9,4.1,0.485,1.9,0.517,2.3,0.462,0.596,0.8,0.857,0.5,3.4,3.9,3.0,1.0,0.3,1.4,2.5,10.9,1.5
Elfrid Payton,PG,45,36,27.7,4.3,0.439,0.3,0.203,4.0,0.48200000000000004,0.455,1.1,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0,0.0
Gary Payton II,PG,29,17,14.9,1.7,0.414,0.4,0.28300000000000003,1.2,0.5,0.47,0.1,0.5,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9,-1.6
Norvel Pelle,C,24,0,9.7,1.0,0.521,0.0,0.0,1.0,0.532,0.521,0.3,0.5,0.8,2.2,3.0,0.3,0.1,1.3,0.8,2.3,2.4,-5.2
Theo Pinson,SG,33,0,11.1,1.4,0.29,0.5,0.188,0.9,0.4,0.33899999999999997,0.5,0.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6,-7.0
Mason Plumlee,C,61,1,17.3,2.9,0.615,0.0,0.0,2.9,0.625,0.615,1.4,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,2.0
Jakob Poeltl,C,66,18,17.7,2.5,0.624,0.0,,2.5,0.624,0.624,0.6,0.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6,2.5
Vincent Poirier,C,22,0,5.9,0.8,0.47200000000000003,0.0,0.5,0.7,0.47100000000000003,0.486,0.3,0.857,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.9,-3.8
Shamorie Ponds,PG,4,0,2.8,0.8,0.6,0.3,0.5,0.5,0.667,0.7,0.5,1.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,13.7
Jordan Poole,SG,57,14,22.4,2.9,0.33299999999999996,1.3,0.27899999999999997,1.6,0.392,0.406,1.7,0.7979999999999999,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,-6.6
Kevin Porter Jr.,SF,50,3,23.2,3.7,0.442,1.1,0.335,2.7,0.506,0.505,1.5,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,-3.8
Michael Porter Jr.,PF,55,8,16.4,3.5,0.509,1.1,0.42200000000000004,2.4,0.564,0.59,1.1,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3,1.5
Otto Porter,SF,14,9,23.6,4.4,0.44299999999999995,1.7,0.387,2.7,0.48700000000000004,0.529,1.4,0.7040000000000001,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9,1.0
Bobby Portis,C,66,5,21.1,4.0,0.45,1.0,0.358,3.0,0.493,0.507,1.1,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,-1.1
Kristaps Porziņģis,PF,57,57,31.8,7.0,0.42700000000000005,2.5,0.35200000000000004,4.5,0.484,0.503,4.0,0.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2,20.4,1.9
Dwight Powell,C,40,37,26.5,3.7,0.638,0.3,0.256,3.4,0.716,0.659,1.9,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,1.3
Norman Powell,SG,52,26,28.4,5.7,0.495,2.1,0.39899999999999997,3.6,0.575,0.586,2.5,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0,2.0
Chasson Randle,PG,3,0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.833,0.0,0.7,0.7,1.7,0.7,0.0,0.0,1.0,1.7,-5.8
Julius Randle,PF,64,64,32.5,7.2,0.46,1.0,0.27699999999999997,6.2,0.515,0.49200000000000005,4.0,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5,-0.3
Josh Reaves,SG,4,0,7.0,0.8,0.33299999999999996,0.0,0.0,0.8,0.429,0.33299999999999996,0.5,1.0,0.3,0.5,0.8,0.8,0.0,0.0,0.0,1.3,2.0,-9.9
